PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709.t1
PPN04451	GPAL|GPLIN_001008800	GROS|GROS_g03208.t1
PPN06248	GPAL|GPLIN_000490300	GROS|GROS_g00248.t1
PPN04450	GPAL|GPLIN_000042600	GROS|GROS_g02191.t1
PPN06249	GPAL|GPLIN_000286300	GROS|GROS_g08421.t1
PPN01996	GPAL|GPLIN_001084600	GROS|GROS_g12511.t1
PPN01995	GPAL|GPLIN_000503300	GROS|GROS_g02040.t1
PPN01992	GPAL|GPLIN_000490200	GROS|GROS_g00247.t1
PPN12604	GPAL|GPLIN_001088400	GROS|GROS_g11924.t1
PPN12603	GPAL|GPLIN_001087300	GROS|GROS_g05313.t1
PPN12602	GPAL|GPLIN_001081900	GROS|GROS_g07726.t1
PPN12663	GPAL|GPLIN_001149200	GROS|GROS_g03931.t1
PPN08517	GPAL|GPLIN_001124300	GROS|GROS_g07314.t1
PPN12218	GPAL|GPLIN_000757900	GROS|GROS_g08654.t1
PPN12219	GPAL|GPLIN_000758500	GROS|GROS_g12722.t1
PPN08511	GPAL|GPLIN_000154700	GROS|GROS_g09635.t1
PPN12210	GPAL|GPLIN_000750200	GROS|GROS_g12079.t1
PPN12211	GPAL|GPLIN_000750800	GROS|GROS_g03337.t1
PPN12212	GPAL|GPLIN_000751900	GROS|GROS_g11305.t1
PPN12213	GPAL|GPLIN_000752300	GROS|GROS_g05440.t1
PPN12215	GPAL|GPLIN_000754300	GROS|GROS_g03500.t1
PPN12216	GPAL|GPLIN_000757000	GROS|GROS_g10742.t1
PPN12217	GPAL|GPLIN_000757200	GROS|GROS_g10741.t1
PPN01649	GPAL|GPLIN_000221500	GROS|GROS_g05596.t1
PPN01648	GPAL|GPLIN_000134200	GROS|GROS_g05603.t1
PPN11677	GPAL|GPLIN_000322700	GROS|GROS_g06663.t1
PPN04259	GPAL|GPLIN_000102900	GROS|GROS_g01255.t1
PPN04258	GPAL|GPLIN_001164200	GROS|GROS_g02655.t1
PPN04929	GPAL|GPLIN_000116800	GROS|GROS_g06130.t1
PPN04928	GPAL|GPLIN_000742200	GROS|GROS_g03876.t1
PPN04253	GPAL|GPLIN_000674800	GROS|GROS_g01915.t1
PPN04252	GPAL|GPLIN_000674700	GROS|GROS_g01913.t1
PPN04251	GPAL|GPLIN_000064400	GROS|GROS_g08067.t1
PPN04250	GPAL|GPLIN_001062100	GROS|GROS_g09539.t1
PPN04257	GPAL|GPLIN_000735700	GROS|GROS_g04076.t1
PPN04256	GPAL|GPLIN_001071000	GROS|GROS_g09297.t1
PPN04255	GPAL|GPLIN_000292300	GROS|GROS_g11689.t1
PPN04254	GPAL|GPLIN_000687000	GROS|GROS_g09801.t1
PPN11676	GPAL|GPLIN_000321900	GROS|GROS_g06654.t1
PPN12377	GPAL|GPLIN_000894400	GROS|GROS_g05992.t1
PPN06429	GPAL|GPLIN_000236000	GROS|GROS_g11841.t1
PPN11675	GPAL|GPLIN_000319500	GROS|GROS_g11120.t1
PPN03592	GPAL|GPLIN_000590000	GROS|GROS_g11445.t1
PPN03598	GPAL|GPLIN_000011400	GROS|GROS_g02558.t1
PPN06422	GPAL|GPLIN_000398300	GROS|GROS_g06081.t1
PPN11529	GPAL|GPLIN_000193400	GROS|GROS_g06529.t1
PPN06423	GPAL|GPLIN_001011200	GROS|GROS_g09374.t1
PPN11527	GPAL|GPLIN_000191200	GROS|GROS_g00285.t1
PPN11526	GPAL|GPLIN_000191100	GROS|GROS_g00284.t1
PPN11525	GPAL|GPLIN_000190500	GROS|GROS_g00322.t1
PPN11524	GPAL|GPLIN_000188200	GROS|GROS_g05391.t1
PPN11523	GPAL|GPLIN_000187800	GROS|GROS_g14123.t1
PPN06420	GPAL|GPLIN_001265600	GROS|GROS_g01062.t1
PPN11521	GPAL|GPLIN_000185000	GROS|GROS_g11314.t1
PPN11520	GPAL|GPLIN_000184700	GROS|GROS_g11312.t1
PPN06421	GPAL|GPLIN_001228100	GROS|GROS_g12539.t1
PPN06426	GPAL|GPLIN_001232000	GROS|GROS_g09168.t1
PPN06427	GPAL|GPLIN_000771300	GROS|GROS_g06763.t1
PPN06424	GPAL|GPLIN_000334900	GROS|GROS_g01077.t1
PPN02170	GPAL|GPLIN_000314600	GROS|GROS_g12227.t1
PPN02171	GPAL|GPLIN_000259300	GROS|GROS_g05097.t1
PPN02172	GPAL|GPLIN_000367000	GROS|GROS_g00718.t1
PPN02174	GPAL|GPLIN_001090900	GROS|GROS_g10921.t1
PPN02176	GPAL|GPLIN_000520900	GROS|GROS_g03524.t1
PPN02179	GPAL|GPLIN_000309200	GROS|GROS_g01532.t1
PPN11746	GPAL|GPLIN_000370700	GROS|GROS_g01107.t1
PPN08906	GPAL|GPLIN_000699400	GROS|GROS_g00202.t1
PPN06579	GPAL|GPLIN_000738200	GROS|GROS_g02691.t1
PPN11671	GPAL|GPLIN_000318000	GROS|GROS_g01770.t1
PPN02315	GPAL|GPLIN_000861200	GROS|GROS_g10158.t1
PPN02316	GPAL|GPLIN_000861500	GROS|GROS_g10161.t1
PPN02317	GPAL|GPLIN_001362300	GROS|GROS_g12061.t1
PPN02310	GPAL|GPLIN_000401200	GROS|GROS_g04484.t1
PPN02311	GPAL|GPLIN_000036100	GROS|GROS_g06380.t1
PPN02312	GPAL|GPLIN_000578800	GROS|GROS_g11501.t1
PPN04984	GPAL|GPLIN_001175200	GROS|GROS_g03725.t1
PPN05331	GPAL|GPLIN_000402200	GROS|GROS_g13245.t1
PPN04231	GPAL|GPLIN_000462000	GROS|GROS_g11426.t1
PPN01705	GPAL|GPLIN_001430200	GROS|GROS_g05310.t1
PPN04981	GPAL|GPLIN_000829500	GROS|GROS_g09187.t1
PPN04980	GPAL|GPLIN_000760300	GROS|GROS_g11355.t1
PPN12282	GPAL|GPLIN_000814900	GROS|GROS_g14213.t1
PPN12033	GPAL|GPLIN_000603800	GROS|GROS_g11084.t1
PPN12175	GPAL|GPLIN_000718300	GROS|GROS_g10421.t1
PPN04750	GPAL|GPLIN_000215400	GROS|GROS_g07399.t1
PPN08418	GPAL|GPLIN_001462600	GROS|GROS_g05421.t1
PPN12170	GPAL|GPLIN_000714400	GROS|GROS_g00780.t1
PPN12173	GPAL|GPLIN_000716900	GROS|GROS_g14278.t1
PPN12172	GPAL|GPLIN_000716600	GROS|GROS_g00729.t1
PPN12178	GPAL|GPLIN_000724000	GROS|GROS_g11787.t1
PPN11679	GPAL|GPLIN_000323300	GROS|GROS_g05706.t1
PPN01526	GPAL|GPLIN_000646300	GROS|GROS_g09440.t1
PPN01524	GPAL|GPLIN_000526600	GROS|GROS_g01054.t1
PPN01525	GPAL|GPLIN_000387200	GROS|GROS_g07517.t1
PPN01522	GPAL|GPLIN_000711900	GROS|GROS_g02706.t1
PPN01521	GPAL|GPLIN_001510200	GROS|GROS_g01238.t1
PPN01528	GPAL|GPLIN_000661500	GROS|GROS_g01665.t1
PPN01529	GPAL|GPLIN_001388800	GROS|GROS_g11820.t1
PPN11809	GPAL|GPLIN_000419400	GROS|GROS_g12163.t1
PPN12374	GPAL|GPLIN_000891800	GROS|GROS_g05712.t1
PPN12901	GPAL|GPLIN_001378100	GROS|GROS_g09908.t1
PPN02959	GPAL|GPLIN_001182700	GROS|GROS_g01266.t1
PPN02957	GPAL|GPLIN_001205600	GROS|GROS_g08867.t1
PPN02955	GPAL|GPLIN_000980700	GROS|GROS_g04431.t1
PPN02952	GPAL|GPLIN_000269300	GROS|GROS_g00981.t1
PPN12906	GPAL|GPLIN_001382100	GROS|GROS_g00617.t1
PPN12907	GPAL|GPLIN_001382500	GROS|GROS_g10779.t1
PPN11642	GPAL|GPLIN_000287700	GROS|GROS_g08405.t1
PPN11643	GPAL|GPLIN_000287800	GROS|GROS_g08404.t1
PPN11640	GPAL|GPLIN_000283300	GROS|GROS_g10365.t1
PPN11641	GPAL|GPLIN_000287300	GROS|GROS_g08409.t1
PPN00927	GPAL|GPLIN_000135300	GROS|GROS_g05927.t1
PPN11644	GPAL|GPLIN_000288400	GROS|GROS_g05490.t1
PPN11645	GPAL|GPLIN_000290100	GROS|GROS_g05957.t1
PPN11794	GPAL|GPLIN_000407500	GROS|GROS_g12468.t1
PPN07069	GPAL|GPLIN_001102800	GROS|GROS_g12608.t1
PPN07068	GPAL|GPLIN_001102700	GROS|GROS_g06565.t1
PPN07065	GPAL|GPLIN_001085900	GROS|GROS_g12410.t1
PPN07064	GPAL|GPLIN_001077800	GROS|GROS_g09536.t1
PPN07067	GPAL|GPLIN_001099900	GROS|GROS_g05142.t1
PPN07066	GPAL|GPLIN_001095000	GROS|GROS_g11102.t1
PPN07061	GPAL|GPLIN_001043400	GROS|GROS_g02760.t1
PPN07060	GPAL|GPLIN_001042600	GROS|GROS_g08394.t1
PPN07063	GPAL|GPLIN_001065800	GROS|GROS_g00414.t1
PPN07062	GPAL|GPLIN_001055600	GROS|GROS_g04510.t1
PPN08526	GPAL|GPLIN_001637500	GROS|GROS_g02181.t1
PPN11888	GPAL|GPLIN_000499900	GROS|GROS_g01765.t1
PPN11889	GPAL|GPLIN_000501900	GROS|GROS_g09160.t1
PPN12138	GPAL|GPLIN_000694300	GROS|GROS_g02030.t1
PPN11880	GPAL|GPLIN_000495200	GROS|GROS_g12341.t1
PPN11881	GPAL|GPLIN_000495300	GROS|GROS_g12340.t1
PPN11882	GPAL|GPLIN_000495900	GROS|GROS_g06785.t1
PPN11883	GPAL|GPLIN_000496000	GROS|GROS_g06783.t1
PPN11884	GPAL|GPLIN_000496400	GROS|GROS_g06780.t1
PPN11885	GPAL|GPLIN_000496800	GROS|GROS_g10653.t1
PPN11886	GPAL|GPLIN_000497300	GROS|GROS_g09907.t1
PPN11887	GPAL|GPLIN_000497700	GROS|GROS_g11921.t1
PPN08610	GPAL|GPLIN_000321200	GROS|GROS_g06646.t1
PPN12414	GPAL|GPLIN_000923500	GROS|GROS_g06458.t1
PPN02788	GPAL|GPLIN_001505300	GROS|GROS_g07267.t1
PPN11084	GPAL|GPLIN_000306700	GROS|GROS_g06310.t1
PPN02783	GPAL|GPLIN_000118900	GROS|GROS_g13583.t1
PPN02782	GPAL|GPLIN_001176600	GROS|GROS_g07507.t1
PPN02786	GPAL|GPLIN_000221400	GROS|GROS_g05594.t1
PPN02785	GPAL|GPLIN_000705300	GROS|GROS_g05165.t1
PPN01320	GPAL|GPLIN_000070200	GROS|GROS_g02255.t1
PPN01321	GPAL|GPLIN_001228300	GROS|GROS_g10857.t1
PPN01328	GPAL|GPLIN_000802700	GROS|GROS_g10000.t1
PPN01329	GPAL|GPLIN_000603300	GROS|GROS_g03809.t1
PPN05839	GPAL|GPLIN_001070800	GROS|GROS_g09291.t1
PPN06334	GPAL|GPLIN_000096700	GROS|GROS_g07081.t1
PPN06335	GPAL|GPLIN_001183500	GROS|GROS_g02979.t1
PPN06332	GPAL|GPLIN_000083500	GROS|GROS_g04636.t1
PPN06333	GPAL|GPLIN_000087700	GROS|GROS_g09128.t1
PPN06330	GPAL|GPLIN_000091200	GROS|GROS_g00807.t1
PPN06331	GPAL|GPLIN_000513300	GROS|GROS_g06956.t1
PPN02430	GPAL|GPLIN_001303200	GROS|GROS_g12459.t1
PPN02432	GPAL|GPLIN_000080800	GROS|GROS_g00131.t1
PPN02435	GPAL|GPLIN_001113800	GROS|GROS_g04544.t1
PPN02434	GPAL|GPLIN_001113200	GROS|GROS_g04537.t1
PPN02437	GPAL|GPLIN_000422100	GROS|GROS_g01549.t1
PPN02436	GPAL|GPLIN_000901200	GROS|GROS_g11876.t1
PPN02439	GPAL|GPLIN_000991600	GROS|GROS_g05203.t1
PPN02438	GPAL|GPLIN_000991500	GROS|GROS_g05205.t1
PPN05787	GPAL|GPLIN_001076400	GROS|GROS_g03075.t1
PPN05784	GPAL|GPLIN_001187800	GROS|GROS_g00311.t1
PPN05785	GPAL|GPLIN_001175500	GROS|GROS_g03727.t1
PPN05783	GPAL|GPLIN_001506500	GROS|GROS_g07299.t1
PPN05780	GPAL|GPLIN_000198400	GROS|GROS_g03735.t1
PPN06090	GPAL|GPLIN_000596600	GROS|GROS_g01351.t1
PPN05788	GPAL|GPLIN_001045000	GROS|GROS_g07619.t1
PPN05789	GPAL|GPLIN_000064700	GROS|GROS_g13317.t1
PPN12428	GPAL|GPLIN_000938200	GROS|GROS_g00645.t1
PPN06501	GPAL|GPLIN_000334800	GROS|GROS_g01076.t1
PPN06097	GPAL|GPLIN_001316300	GROS|GROS_g05065.t1
PPN00494	GPAL|GPLIN_000427600	GROS|GROS_g02795.t1
PPN06108	GPAL|GPLIN_001001800	GROS|GROS_g01127.t1
PPN08374	GPAL|GPLIN_000753000	GROS|GROS_g05448.t1
PPN08371	GPAL|GPLIN_001090200	GROS|GROS_g12603.t1
PPN08372	GPAL|GPLIN_000089100	GROS|GROS_g05661.t1
PPN02544	GPAL|GPLIN_000396500	GROS|GROS_g03059.t1
PPN02547	GPAL|GPLIN_000607600	GROS|GROS_g01145.t1
PPN02236	GPAL|GPLIN_001255100	GROS|GROS_g07998.t1
PPN06101	GPAL|GPLIN_001371500	GROS|GROS_g10566.t1
PPN06100	GPAL|GPLIN_000482200	GROS|GROS_g06086.t1
PPN02542	GPAL|GPLIN_000074100	GROS|GROS_g10416.t1
PPN06103	GPAL|GPLIN_000063600	GROS|GROS_g08061.t1
PPN06102	GPAL|GPLIN_001358900	GROS|GROS_g03658.t1
PPN02898	GPAL|GPLIN_001015000	GROS|GROS_g04946.t1
PPN02895	GPAL|GPLIN_000478900	GROS|GROS_g05223.t1
PPN02892	GPAL|GPLIN_000328200	GROS|GROS_g02595.t1
PPN02890	GPAL|GPLIN_001431900	GROS|GROS_g05841.t1
PPN08578	GPAL|GPLIN_000932100	GROS|GROS_g01129.t1
PPN08572	GPAL|GPLIN_000869700	GROS|GROS_g08633.t1
PPN08573	GPAL|GPLIN_000044800	GROS|GROS_g04887.t1
PPN08870	GPAL|GPLIN_001368700	GROS|GROS_g08198.t1
PPN12740	GPAL|GPLIN_001211500	GROS|GROS_g14251.t1
PPN12741	GPAL|GPLIN_001211600	GROS|GROS_g01791.t1
PPN04499	GPAL|GPLIN_000542400	GROS|GROS_g10124.t1
PPN04498	GPAL|GPLIN_000330000	GROS|GROS_g09825.t1
PPN12238	GPAL|GPLIN_000769600	GROS|GROS_g04116.t1
PPN12239	GPAL|GPLIN_000776900	GROS|GROS_g12725.t1
PPN04495	GPAL|GPLIN_001240700	GROS|GROS_g07100.t1
PPN04494	GPAL|GPLIN_000693800	GROS|GROS_g02018.t1
PPN04497	GPAL|GPLIN_000771400	GROS|GROS_g06764.t1
PPN04496	GPAL|GPLIN_000653200	GROS|GROS_g01187.t1
PPN04491	GPAL|GPLIN_000640100	GROS|GROS_g06566.t1
PPN04490	GPAL|GPLIN_000645900	GROS|GROS_g11380.t1
PPN04493	GPAL|GPLIN_001556600	GROS|GROS_g05628.t1
PPN04492	GPAL|GPLIN_000241900	GROS|GROS_g05481.t1
PPN13011	GPAL|GPLIN_001581900	GROS|GROS_g01546.t1
PPN13010	GPAL|GPLIN_001579300	GROS|GROS_g08950.t1
PPN13012	GPAL|GPLIN_001582500	GROS|GROS_g03632.t1
PPN13015	GPAL|GPLIN_001593900	GROS|GROS_g09525.t1
PPN12744	GPAL|GPLIN_001216400	GROS|GROS_g09737.t1
PPN13017	GPAL|GPLIN_001604500	GROS|GROS_g03917.t1
PPN13016	GPAL|GPLIN_001601500	GROS|GROS_g07215.t1
PPN13018	GPAL|GPLIN_001605900	GROS|GROS_g14176.t1
PPN12745	GPAL|GPLIN_001216600	GROS|GROS_g09619.t1
PPN04271	GPAL|GPLIN_000115300	GROS|GROS_g07883.t1
PPN04270	GPAL|GPLIN_000654800	GROS|GROS_g01203.t1
PPN04273	GPAL|GPLIN_001175900	GROS|GROS_g03730.t1
PPN04272	GPAL|GPLIN_001001700	GROS|GROS_g01124.t1
PPN04275	GPAL|GPLIN_000234400	GROS|GROS_g03234.t1
PPN04274	GPAL|GPLIN_001313600	GROS|GROS_g05423.t1
PPN04277	GPAL|GPLIN_000263800	GROS|GROS_g02930.t1
PPN04276	GPAL|GPLIN_001009400	GROS|GROS_g03957.t1
PPN04279	GPAL|GPLIN_000688200	GROS|GROS_g10886.t1
PPN04278	GPAL|GPLIN_000643100	GROS|GROS_g11251.t1
PPN06570	GPAL|GPLIN_000736900	GROS|GROS_g12979.t1
PPN11505	GPAL|GPLIN_000175000	GROS|GROS_g08429.t1
PPN11507	GPAL|GPLIN_000175900	GROS|GROS_g01854.t1
PPN11506	GPAL|GPLIN_000175200	GROS|GROS_g14244.t1
PPN11501	GPAL|GPLIN_000171600	GROS|GROS_g03104.t1
PPN11500	GPAL|GPLIN_000170800	GROS|GROS_g03118.t1
PPN11503	GPAL|GPLIN_000172000	GROS|GROS_g03098.t1
PPN11509	GPAL|GPLIN_000176500	GROS|GROS_g04137.t1
PPN11508	GPAL|GPLIN_000176100	GROS|GROS_g13529.t1
PPN11611	GPAL|GPLIN_000260400	GROS|GROS_g12698.t1
PPN08879	GPAL|GPLIN_000729500	GROS|GROS_g00273.t1
PPN08457	GPAL|GPLIN_000765900	GROS|GROS_g06940.t1
PPN02154	GPAL|GPLIN_000093600	GROS|GROS_g03908.t1
PPN02155	GPAL|GPLIN_000469000	GROS|GROS_g04576.t1
PPN02152	GPAL|GPLIN_000301700	GROS|GROS_g02298.t1
PPN02153	GPAL|GPLIN_000302000	GROS|GROS_g02297.t1
PPN02150	GPAL|GPLIN_000639600	GROS|GROS_g06572.t1
PPN02151	GPAL|GPLIN_000639700	GROS|GROS_g06571.t1
PPN11613	GPAL|GPLIN_000262300	GROS|GROS_g02912.t1
PPN02159	GPAL|GPLIN_001414800	GROS|GROS_g03922.t1
PPN06368	GPAL|GPLIN_000941700	GROS|GROS_g09387.t1
PPN02338	GPAL|GPLIN_000937000	GROS|GROS_g11082.t1
PPN02332	GPAL|GPLIN_000992700	GROS|GROS_g05191.t1
PPN02333	GPAL|GPLIN_000992800	GROS|GROS_g05190.t1
PPN02330	GPAL|GPLIN_000992300	GROS|GROS_g05195.t1
PPN02336	GPAL|GPLIN_001136600	GROS|GROS_g06888.t1
PPN02337	GPAL|GPLIN_001136400	GROS|GROS_g06885.t1
PPN02334	GPAL|GPLIN_000992900	GROS|GROS_g05189.t1
PPN02335	GPAL|GPLIN_001107200	GROS|GROS_g05181.t1
PPN06571	GPAL|GPLIN_001594500	GROS|GROS_g05311.t1
PPN00793	GPAL|GPLIN_000865300	GROS|GROS_g00842.t1
PPN00795	GPAL|GPLIN_001372800	GROS|GROS_g02748.t1
PPN00799	GPAL|GPLIN_001227000	GROS|GROS_g07259.t1
PPN12395	GPAL|GPLIN_000903100	GROS|GROS_g02064.t1
PPN06739	GPAL|GPLIN_000218800	GROS|GROS_g12262.t1
PPN11617	GPAL|GPLIN_000264000	GROS|GROS_g02929.t1
PPN04125	GPAL|GPLIN_000228800	GROS|GROS_g01695.t1
PPN04124	GPAL|GPLIN_001203500	GROS|GROS_g02337.t1
PPN01153	GPAL|GPLIN_000264500	GROS|GROS_g07877.t1
PPN01157	GPAL|GPLIN_000521300	GROS|GROS_g03546.t1
PPN01155	GPAL|GPLIN_001050700	GROS|GROS_g04141.t1
PPN01154	GPAL|GPLIN_000638400	GROS|GROS_g06326.t1
PPN04126	GPAL|GPLIN_000288200	GROS|GROS_g05492.t1
PPN05319	GPAL|GPLIN_000704200	GROS|GROS_g12252.t1
PPN05315	GPAL|GPLIN_000419800	GROS|GROS_g10734.t1
PPN04120	GPAL|GPLIN_000307300	GROS|GROS_g06305.t1
PPN04123	GPAL|GPLIN_001203300	GROS|GROS_g02334.t1
PPN04122	GPAL|GPLIN_000470300	GROS|GROS_g06986.t1
PPN11812	GPAL|GPLIN_000421300	GROS|GROS_g03189.t1
PPN04129	GPAL|GPLIN_000760100	GROS|GROS_g11353.t1
PPN04128	GPAL|GPLIN_001466900	GROS|GROS_g12058.t1
PPN11810	GPAL|GPLIN_000420900	GROS|GROS_g07611.t1
PPN04068	GPAL|GPLIN_000526500	GROS|GROS_g01055.t1
PPN04069	GPAL|GPLIN_000771000	GROS|GROS_g06755.t1
PPN01544	GPAL|GPLIN_000334200	GROS|GROS_g07192.t1
PPN01545	GPAL|GPLIN_000909300	GROS|GROS_g12825.t1
PPN04060	GPAL|GPLIN_001084800	GROS|GROS_g06739.t1
PPN01543	GPAL|GPLIN_000359700	GROS|GROS_g01219.t1
PPN11817	GPAL|GPLIN_000425200	GROS|GROS_g11232.t1
PPN08432	GPAL|GPLIN_000727000	GROS|GROS_g14201.t1
PPN11557	GPAL|GPLIN_000210300	GROS|GROS_g11637.t1
PPN05835	GPAL|GPLIN_000277900	GROS|GROS_g08507.t1
PPN11816	GPAL|GPLIN_000423200	GROS|GROS_g01536.t1
PPN08431	GPAL|GPLIN_000932400	GROS|GROS_g01132.t1
PPN02936	GPAL|GPLIN_000575300	GROS|GROS_g00178.t1
PPN02930	GPAL|GPLIN_000546700	GROS|GROS_g12678.t1
PPN11551	GPAL|GPLIN_000205200	GROS|GROS_g11695.t1
PPN02938	GPAL|GPLIN_000537800	GROS|GROS_g03718.t1
PPN12697	GPAL|GPLIN_001178600	GROS|GROS_g02980.t1
PPN12690	GPAL|GPLIN_001170900	GROS|GROS_g11206.t1
PPN12343	GPAL|GPLIN_000865900	GROS|GROS_g00836.t1
PPN04689	GPAL|GPLIN_000911200	GROS|GROS_g12369.t1
PPN12692	GPAL|GPLIN_001171500	GROS|GROS_g11989.t1
PPN04680	GPAL|GPLIN_001019300	GROS|GROS_g11679.t1
PPN04681	GPAL|GPLIN_000083600	GROS|GROS_g04637.t1
PPN04682	GPAL|GPLIN_000151300	GROS|GROS_g02136.t1
PPN04683	GPAL|GPLIN_001220200	GROS|GROS_g07624.t1
PPN04685	GPAL|GPLIN_001133000	GROS|GROS_g04960.t1
PPN04687	GPAL|GPLIN_001094400	GROS|GROS_g11406.t1
PPN08437	GPAL|GPLIN_000356300	GROS|GROS_g00885.t1
PPN00949	GPAL|GPLIN_001100200	GROS|GROS_g05139.t1
PPN00948	GPAL|GPLIN_000634800	GROS|GROS_g01064.t1
PPN00946	GPAL|GPLIN_000704600	GROS|GROS_g05175.t1
PPN00944	GPAL|GPLIN_000259200	GROS|GROS_g05095.t1
PPN00943	GPAL|GPLIN_001273100	GROS|GROS_g03607.t1
PPN00942	GPAL|GPLIN_000421700	GROS|GROS_g03196.t1
PPN00941	GPAL|GPLIN_000374500	GROS|GROS_g02860.t1
PPN00940	GPAL|GPLIN_000140300	GROS|GROS_g05897.t1
PPN07083	GPAL|GPLIN_001164800	GROS|GROS_g02661.t1
PPN07082	GPAL|GPLIN_001164100	GROS|GROS_g02654.t1
PPN07081	GPAL|GPLIN_001143600	GROS|GROS_g02540.t1
PPN07080	GPAL|GPLIN_001137900	GROS|GROS_g04825.t1
PPN07087	GPAL|GPLIN_001196400	GROS|GROS_g07881.t1
PPN07086	GPAL|GPLIN_001181300	GROS|GROS_g11201.t1
PPN07085	GPAL|GPLIN_001180000	GROS|GROS_g08606.t1
PPN07089	GPAL|GPLIN_001213600	GROS|GROS_g08005.t1
PPN07088	GPAL|GPLIN_001209100	GROS|GROS_g03951.t1
PPN11311	GPAL|GPLIN_000406000	GROS|GROS_g11761.t1
PPN11314	GPAL|GPLIN_000000100	GROS|GROS_g13706.t1
PPN11315	GPAL|GPLIN_000000400	GROS|GROS_g07855.t1
PPN11317	GPAL|GPLIN_000002300	GROS|GROS_g02769.t1
PPN11318	GPAL|GPLIN_000003600	GROS|GROS_g06548.t1
PPN11319	GPAL|GPLIN_000003700	GROS|GROS_g06549.t1
PPN03417	GPAL|GPLIN_000991200	GROS|GROS_g05208.t1
PPN06685	GPAL|GPLIN_000087400	GROS|GROS_g09125.t1
PPN06680	GPAL|GPLIN_001419400	GROS|GROS_g11500.t1
PPN06681	GPAL|GPLIN_000379100	GROS|GROS_g00606.t1
PPN09153	GPAL|GPLIN_001170400	GROS|GROS_g09373.t1
PPN09152	GPAL|GPLIN_001167400	GROS|GROS_g06097.t1
PPN09151	GPAL|GPLIN_001164500	GROS|GROS_g02658.t1
PPN09150	GPAL|GPLIN_001152000	GROS|GROS_g11261.t1
PPN09157	GPAL|GPLIN_001183200	GROS|GROS_g02975.t1
PPN09156	GPAL|GPLIN_001177100	GROS|GROS_g07500.t1
PPN09155	GPAL|GPLIN_001177000	GROS|GROS_g07502.t1
PPN09154	GPAL|GPLIN_001170500	GROS|GROS_g09375.t1
PPN09159	GPAL|GPLIN_001188900	GROS|GROS_g11041.t1
PPN09158	GPAL|GPLIN_001188600	GROS|GROS_g00306.t1
PPN01306	GPAL|GPLIN_000472000	GROS|GROS_g12311.t1
PPN01302	GPAL|GPLIN_000677800	GROS|GROS_g11341.t1
PPN01303	GPAL|GPLIN_000891100	GROS|GROS_g12651.t1
PPN01300	GPAL|GPLIN_000452100	GROS|GROS_g04252.t1
PPN01301	GPAL|GPLIN_000452000	GROS|GROS_g04253.t1
PPN01308	GPAL|GPLIN_000513500	GROS|GROS_g11882.t1
PPN05817	GPAL|GPLIN_000620700	GROS|GROS_g01877.t1
PPN05814	GPAL|GPLIN_000212100	GROS|GROS_g01227.t1
PPN05815	GPAL|GPLIN_000212500	GROS|GROS_g01225.t1
PPN05812	GPAL|GPLIN_000866000	GROS|GROS_g00835.t1
PPN05813	GPAL|GPLIN_001044800	GROS|GROS_g10801.t1
PPN05811	GPAL|GPLIN_001322300	GROS|GROS_g11749.t1
PPN05818	GPAL|GPLIN_000447500	GROS|GROS_g13067.t1
PPN05819	GPAL|GPLIN_000447300	GROS|GROS_g07482.t1
PPN06355	GPAL|GPLIN_001061500	GROS|GROS_g10263.t1
PPN06356	GPAL|GPLIN_000041400	GROS|GROS_g02206.t1
PPN06357	GPAL|GPLIN_000223700	GROS|GROS_g02172.t1
PPN06351	GPAL|GPLIN_001367500	GROS|GROS_g00541.t1
PPN06352	GPAL|GPLIN_000150800	GROS|GROS_g02140.t1
PPN06353	GPAL|GPLIN_000605700	GROS|GROS_g02104.t1
PPN06359	GPAL|GPLIN_000606500	GROS|GROS_g02117.t1
PPN02457	GPAL|GPLIN_000239000	GROS|GROS_g08594.t1
PPN02454	GPAL|GPLIN_001050400	GROS|GROS_g04145.t1
PPN02453	GPAL|GPLIN_001050800	GROS|GROS_g04140.t1
PPN02451	GPAL|GPLIN_000703000	GROS|GROS_g06245.t1
PPN02450	GPAL|GPLIN_000702900	GROS|GROS_g06244.t1
PPN02459	GPAL|GPLIN_000234200	GROS|GROS_g03239.t1
PPN02458	GPAL|GPLIN_001035700	GROS|GROS_g03249.t1
PPN06819	GPAL|GPLIN_001272500	GROS|GROS_g03602.t1
PPN12522	GPAL|GPLIN_001006300	GROS|GROS_g06620.t1
PPN12523	GPAL|GPLIN_001007400	GROS|GROS_g01565.t1
PPN12520	GPAL|GPLIN_001004100	GROS|GROS_g14224.t1
PPN12521	GPAL|GPLIN_001005700	GROS|GROS_g07037.t1
PPN12526	GPAL|GPLIN_001009000	GROS|GROS_g03963.t1
PPN12527	GPAL|GPLIN_001009500	GROS|GROS_g03956.t1
PPN06813	GPAL|GPLIN_000879800	GROS|GROS_g06823.t1
PPN08687	GPAL|GPLIN_000270200	GROS|GROS_g00996.t1
PPN05108	GPAL|GPLIN_000115900	GROS|GROS_g07891.t1
PPN05109	GPAL|GPLIN_000855100	GROS|GROS_g06120.t1
PPN08358	GPAL|GPLIN_001122300	GROS|GROS_g09057.t1
PPN06576	GPAL|GPLIN_000290600	GROS|GROS_g12210.t1
PPN06885	GPAL|GPLIN_000192800	GROS|GROS_g03228.t1
