PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709
PPN11529	GPAL|GPLIN_000193400	GROS|GROS_g06529
PPN06423	GPAL|GPLIN_001011200	GROS|GROS_g09374
PPN11527	GPAL|GPLIN_000191200	GROS|GROS_g00285
PPN11526	GPAL|GPLIN_000191100	GROS|GROS_g00284
PPN11525	GPAL|GPLIN_000190500	GROS|GROS_g00322
PPN11524	GPAL|GPLIN_000188200	GROS|GROS_g05391
PPN11523	GPAL|GPLIN_000187800	GROS|GROS_g14123
PPN06420	GPAL|GPLIN_001265600	GROS|GROS_g01062
PPN11521	GPAL|GPLIN_000185000	GROS|GROS_g11314
PPN11520	GPAL|GPLIN_000184700	GROS|GROS_g11312
PPN06421	GPAL|GPLIN_001228100	GROS|GROS_g12539
PPN06426	GPAL|GPLIN_001232000	GROS|GROS_g09168
PPN06427	GPAL|GPLIN_000771300	GROS|GROS_g06763
PPN06424	GPAL|GPLIN_000334900	GROS|GROS_g01077
PPN02170	GPAL|GPLIN_000314600	GROS|GROS_g12227
PPN02171	GPAL|GPLIN_000259300	GROS|GROS_g05097
PPN02172	GPAL|GPLIN_000367000	GROS|GROS_g00718
PPN02174	GPAL|GPLIN_001090900	GROS|GROS_g10921
PPN02176	GPAL|GPLIN_000520900	GROS|GROS_g03524
PPN02179	GPAL|GPLIN_000309200	GROS|GROS_g01532
PPN11746	GPAL|GPLIN_000370700	GROS|GROS_g01107
PPN08906	GPAL|GPLIN_000699400	GROS|GROS_g00202
PPN06579	GPAL|GPLIN_000738200	GROS|GROS_g02691
PPN11671	GPAL|GPLIN_000318000	GROS|GROS_g01770
PPN02315	GPAL|GPLIN_000861200	GROS|GROS_g10158
PPN02316	GPAL|GPLIN_000861500	GROS|GROS_g10161
PPN02317	GPAL|GPLIN_001362300	GROS|GROS_g12061
PPN02310	GPAL|GPLIN_000401200	GROS|GROS_g04484
PPN02311	GPAL|GPLIN_000036100	GROS|GROS_g06380
PPN02312	GPAL|GPLIN_000578800	GROS|GROS_g11501
PPN04984	GPAL|GPLIN_001175200	GROS|GROS_g03725
PPN05331	GPAL|GPLIN_000402200	GROS|GROS_g13245
PPN04231	GPAL|GPLIN_000462000	GROS|GROS_g11426
PPN01705	GPAL|GPLIN_001430200	GROS|GROS_g05310
PPN04981	GPAL|GPLIN_000829500	GROS|GROS_g09187
PPN04980	GPAL|GPLIN_000760300	GROS|GROS_g11355
PPN12282	GPAL|GPLIN_000814900	GROS|GROS_g14213
PPN12033	GPAL|GPLIN_000603800	GROS|GROS_g11084
PPN12175	GPAL|GPLIN_000718300	GROS|GROS_g10421
PPN04750	GPAL|GPLIN_000215400	GROS|GROS_g07399
PPN08418	GPAL|GPLIN_001462600	GROS|GROS_g05421
PPN12170	GPAL|GPLIN_000714400	GROS|GROS_g00780
PPN12173	GPAL|GPLIN_000716900	GROS|GROS_g14278
PPN12172	GPAL|GPLIN_000716600	GROS|GROS_g00729
PPN12178	GPAL|GPLIN_000724000	GROS|GROS_g11787
PPN11679	GPAL|GPLIN_000323300	GROS|GROS_g05706
PPN01526	GPAL|GPLIN_000646300	GROS|GROS_g09440
PPN01524	GPAL|GPLIN_000526600	GROS|GROS_g01054
PPN01525	GPAL|GPLIN_000387200	GROS|GROS_g07517
PPN01522	GPAL|GPLIN_000711900	GROS|GROS_g02706
PPN01521	GPAL|GPLIN_001510200	GROS|GROS_g01238
PPN01528	GPAL|GPLIN_000661500	GROS|GROS_g01665
PPN01529	GPAL|GPLIN_001388800	GROS|GROS_g11820
PPN11809	GPAL|GPLIN_000419400	GROS|GROS_g12163
PPN12374	GPAL|GPLIN_000891800	GROS|GROS_g05712
PPN12901	GPAL|GPLIN_001378100	GROS|GROS_g09908
PPN02959	GPAL|GPLIN_001182700	GROS|GROS_g01266
PPN02957	GPAL|GPLIN_001205600	GROS|GROS_g08867
PPN02955	GPAL|GPLIN_000980700	GROS|GROS_g04431
PPN02952	GPAL|GPLIN_000269300	GROS|GROS_g00981
PPN12906	GPAL|GPLIN_001382100	GROS|GROS_g00617
PPN12907	GPAL|GPLIN_001382500	GROS|GROS_g10779
PPN11642	GPAL|GPLIN_000287700	GROS|GROS_g08405
PPN11643	GPAL|GPLIN_000287800	GROS|GROS_g08404
PPN11640	GPAL|GPLIN_000283300	GROS|GROS_g10365
PPN11641	GPAL|GPLIN_000287300	GROS|GROS_g08409
PPN00927	GPAL|GPLIN_000135300	GROS|GROS_g05927
PPN11644	GPAL|GPLIN_000288400	GROS|GROS_g05490
PPN11645	GPAL|GPLIN_000290100	GROS|GROS_g05957
PPN11794	GPAL|GPLIN_000407500	GROS|GROS_g12468
PPN07069	GPAL|GPLIN_001102800	GROS|GROS_g12608
PPN07068	GPAL|GPLIN_001102700	GROS|GROS_g06565
PPN07065	GPAL|GPLIN_001085900	GROS|GROS_g12410
PPN07064	GPAL|GPLIN_001077800	GROS|GROS_g09536
PPN07067	GPAL|GPLIN_001099900	GROS|GROS_g05142
PPN07066	GPAL|GPLIN_001095000	GROS|GROS_g11102
PPN07061	GPAL|GPLIN_001043400	GROS|GROS_g02760
PPN07060	GPAL|GPLIN_001042600	GROS|GROS_g08394
PPN07063	GPAL|GPLIN_001065800	GROS|GROS_g00414
PPN07062	GPAL|GPLIN_001055600	GROS|GROS_g04510
PPN08526	GPAL|GPLIN_001637500	GROS|GROS_g02181
PPN11888	GPAL|GPLIN_000499900	GROS|GROS_g01765
PPN11889	GPAL|GPLIN_000501900	GROS|GROS_g09160
PPN12138	GPAL|GPLIN_000694300	GROS|GROS_g02030
PPN11880	GPAL|GPLIN_000495200	GROS|GROS_g12341
PPN11881	GPAL|GPLIN_000495300	GROS|GROS_g12340
PPN11882	GPAL|GPLIN_000495900	GROS|GROS_g06785
PPN11883	GPAL|GPLIN_000496000	GROS|GROS_g06783
PPN11884	GPAL|GPLIN_000496400	GROS|GROS_g06780
PPN11885	GPAL|GPLIN_000496800	GROS|GROS_g10653
PPN11886	GPAL|GPLIN_000497300	GROS|GROS_g09907
PPN11887	GPAL|GPLIN_000497700	GROS|GROS_g11921
PPN08610	GPAL|GPLIN_000321200	GROS|GROS_g06646
PPN12414	GPAL|GPLIN_000923500	GROS|GROS_g06458
PPN02788	GPAL|GPLIN_001505300	GROS|GROS_g07267
PPN11084	GPAL|GPLIN_000306700	GROS|GROS_g06310
PPN02783	GPAL|GPLIN_000118900	GROS|GROS_g13583
PPN02782	GPAL|GPLIN_001176600	GROS|GROS_g07507
PPN02786	GPAL|GPLIN_000221400	GROS|GROS_g05594
PPN02785	GPAL|GPLIN_000705300	GROS|GROS_g05165
PPN01320	GPAL|GPLIN_000070200	GROS|GROS_g02255
PPN01321	GPAL|GPLIN_001228300	GROS|GROS_g10857
PPN01328	GPAL|GPLIN_000802700	GROS|GROS_g10000
PPN01329	GPAL|GPLIN_000603300	GROS|GROS_g03809
PPN05839	GPAL|GPLIN_001070800	GROS|GROS_g09291
PPN06334	GPAL|GPLIN_000096700	GROS|GROS_g07081
PPN06335	GPAL|GPLIN_001183500	GROS|GROS_g02979
PPN06332	GPAL|GPLIN_000083500	GROS|GROS_g04636
PPN06333	GPAL|GPLIN_000087700	GROS|GROS_g09128
PPN06330	GPAL|GPLIN_000091200	GROS|GROS_g00807
PPN06331	GPAL|GPLIN_000513300	GROS|GROS_g06956
PPN02430	GPAL|GPLIN_001303200	GROS|GROS_g12459
PPN02432	GPAL|GPLIN_000080800	GROS|GROS_g00131
PPN02435	GPAL|GPLIN_001113800	GROS|GROS_g04544
PPN02434	GPAL|GPLIN_001113200	GROS|GROS_g04537
PPN02437	GPAL|GPLIN_000422100	GROS|GROS_g01549
PPN02436	GPAL|GPLIN_000901200	GROS|GROS_g11876
PPN02439	GPAL|GPLIN_000991600	GROS|GROS_g05203
PPN02438	GPAL|GPLIN_000991500	GROS|GROS_g05205
PPN05787	GPAL|GPLIN_001076400	GROS|GROS_g03075
PPN05784	GPAL|GPLIN_001187800	GROS|GROS_g00311
PPN05785	GPAL|GPLIN_001175500	GROS|GROS_g03727
PPN05783	GPAL|GPLIN_001506500	GROS|GROS_g07299
PPN05780	GPAL|GPLIN_000198400	GROS|GROS_g03735
PPN06090	GPAL|GPLIN_000596600	GROS|GROS_g01351
PPN05788	GPAL|GPLIN_001045000	GROS|GROS_g07619
PPN05789	GPAL|GPLIN_000064700	GROS|GROS_g13317
PPN12428	GPAL|GPLIN_000938200	GROS|GROS_g00645
PPN06501	GPAL|GPLIN_000334800	GROS|GROS_g01076
PPN06097	GPAL|GPLIN_001316300	GROS|GROS_g05065
PPN00494	GPAL|GPLIN_000427600	GROS|GROS_g02795
PPN06108	GPAL|GPLIN_001001800	GROS|GROS_g01127
PPN08374	GPAL|GPLIN_000753000	GROS|GROS_g05448
PPN08371	GPAL|GPLIN_001090200	GROS|GROS_g12603
PPN08372	GPAL|GPLIN_000089100	GROS|GROS_g05661
PPN02544	GPAL|GPLIN_000396500	GROS|GROS_g03059
PPN02547	GPAL|GPLIN_000607600	GROS|GROS_g01145
PPN02236	GPAL|GPLIN_001255100	GROS|GROS_g07998
PPN06101	GPAL|GPLIN_001371500	GROS|GROS_g10566
PPN06100	GPAL|GPLIN_000482200	GROS|GROS_g06086
PPN02542	GPAL|GPLIN_000074100	GROS|GROS_g10416
PPN06103	GPAL|GPLIN_000063600	GROS|GROS_g08061
PPN06102	GPAL|GPLIN_001358900	GROS|GROS_g03658
PPN02898	GPAL|GPLIN_001015000	GROS|GROS_g04946
PPN02895	GPAL|GPLIN_000478900	GROS|GROS_g05223
PPN02892	GPAL|GPLIN_000328200	GROS|GROS_g02595
PPN02890	GPAL|GPLIN_001431900	GROS|GROS_g05841
PPN08578	GPAL|GPLIN_000932100	GROS|GROS_g01129
PPN08572	GPAL|GPLIN_000869700	GROS|GROS_g08633
PPN08573	GPAL|GPLIN_000044800	GROS|GROS_g04887
PPN08870	GPAL|GPLIN_001368700	GROS|GROS_g08198
PPN12740	GPAL|GPLIN_001211500	GROS|GROS_g14251
PPN12741	GPAL|GPLIN_001211600	GROS|GROS_g01791
PPN04499	GPAL|GPLIN_000542400	GROS|GROS_g10124
PPN04498	GPAL|GPLIN_000330000	GROS|GROS_g09825
PPN12238	GPAL|GPLIN_000769600	GROS|GROS_g04116
PPN12239	GPAL|GPLIN_000776900	GROS|GROS_g12725
PPN04495	GPAL|GPLIN_001240700	GROS|GROS_g07100
PPN04494	GPAL|GPLIN_000693800	GROS|GROS_g02018
PPN04497	GPAL|GPLIN_000771400	GROS|GROS_g06764
PPN04496	GPAL|GPLIN_000653200	GROS|GROS_g01187
PPN04491	GPAL|GPLIN_000640100	GROS|GROS_g06566
PPN04490	GPAL|GPLIN_000645900	GROS|GROS_g11380
PPN04493	GPAL|GPLIN_001556600	GROS|GROS_g05628
PPN04492	GPAL|GPLIN_000241900	GROS|GROS_g05481
PPN13011	GPAL|GPLIN_001581900	GROS|GROS_g01546
PPN13010	GPAL|GPLIN_001579300	GROS|GROS_g08950
PPN13012	GPAL|GPLIN_001582500	GROS|GROS_g03632
PPN13015	GPAL|GPLIN_001593900	GROS|GROS_g09525
PPN12744	GPAL|GPLIN_001216400	GROS|GROS_g09737
PPN13017	GPAL|GPLIN_001604500	GROS|GROS_g03917
PPN13016	GPAL|GPLIN_001601500	GROS|GROS_g07215
PPN13018	GPAL|GPLIN_001605900	GROS|GROS_g14176
PPN12745	GPAL|GPLIN_001216600	GROS|GROS_g09619
PPN04271	GPAL|GPLIN_000115300	GROS|GROS_g07883
PPN04270	GPAL|GPLIN_000654800	GROS|GROS_g01203
PPN04273	GPAL|GPLIN_001175900	GROS|GROS_g03730
PPN04272	GPAL|GPLIN_001001700	GROS|GROS_g01124
PPN04275	GPAL|GPLIN_000234400	GROS|GROS_g03234
PPN04274	GPAL|GPLIN_001313600	GROS|GROS_g05423
PPN04277	GPAL|GPLIN_000263800	GROS|GROS_g02930
PPN04276	GPAL|GPLIN_001009400	GROS|GROS_g03957
PPN04279	GPAL|GPLIN_000688200	GROS|GROS_g10886
PPN04278	GPAL|GPLIN_000643100	GROS|GROS_g11251
PPN06570	GPAL|GPLIN_000736900	GROS|GROS_g12979
PPN11505	GPAL|GPLIN_000175000	GROS|GROS_g08429
PPN11507	GPAL|GPLIN_000175900	GROS|GROS_g01854
PPN11506	GPAL|GPLIN_000175200	GROS|GROS_g14244
PPN11501	GPAL|GPLIN_000171600	GROS|GROS_g03104
PPN11500	GPAL|GPLIN_000170800	GROS|GROS_g03118
PPN11503	GPAL|GPLIN_000172000	GROS|GROS_g03098
PPN11509	GPAL|GPLIN_000176500	GROS|GROS_g04137
PPN11508	GPAL|GPLIN_000176100	GROS|GROS_g13529
PPN11611	GPAL|GPLIN_000260400	GROS|GROS_g12698
PPN08879	GPAL|GPLIN_000729500	GROS|GROS_g00273
PPN08457	GPAL|GPLIN_000765900	GROS|GROS_g06940
PPN02154	GPAL|GPLIN_000093600	GROS|GROS_g03908
PPN02155	GPAL|GPLIN_000469000	GROS|GROS_g04576
PPN02152	GPAL|GPLIN_000301700	GROS|GROS_g02298
PPN02153	GPAL|GPLIN_000302000	GROS|GROS_g02297
PPN02150	GPAL|GPLIN_000639600	GROS|GROS_g06572
PPN02151	GPAL|GPLIN_000639700	GROS|GROS_g06571
PPN11613	GPAL|GPLIN_000262300	GROS|GROS_g02912
PPN02159	GPAL|GPLIN_001414800	GROS|GROS_g03922
PPN06368	GPAL|GPLIN_000941700	GROS|GROS_g09387
PPN02338	GPAL|GPLIN_000937000	GROS|GROS_g11082
PPN02332	GPAL|GPLIN_000992700	GROS|GROS_g05191
PPN02333	GPAL|GPLIN_000992800	GROS|GROS_g05190
PPN02330	GPAL|GPLIN_000992300	GROS|GROS_g05195
PPN02336	GPAL|GPLIN_001136600	GROS|GROS_g06888
PPN02337	GPAL|GPLIN_001136400	GROS|GROS_g06885
PPN02334	GPAL|GPLIN_000992900	GROS|GROS_g05189
PPN02335	GPAL|GPLIN_001107200	GROS|GROS_g05181
PPN06571	GPAL|GPLIN_001594500	GROS|GROS_g05311
PPN00793	GPAL|GPLIN_000865300	GROS|GROS_g00842
PPN00795	GPAL|GPLIN_001372800	GROS|GROS_g02748
PPN00799	GPAL|GPLIN_001227000	GROS|GROS_g07259
PPN12395	GPAL|GPLIN_000903100	GROS|GROS_g02064
PPN06739	GPAL|GPLIN_000218800	GROS|GROS_g12262
PPN11617	GPAL|GPLIN_000264000	GROS|GROS_g02929
PPN04125	GPAL|GPLIN_000228800	GROS|GROS_g01695
PPN04124	GPAL|GPLIN_001203500	GROS|GROS_g02337
PPN01153	GPAL|GPLIN_000264500	GROS|GROS_g07877
PPN01157	GPAL|GPLIN_000521300	GROS|GROS_g03546
PPN01155	GPAL|GPLIN_001050700	GROS|GROS_g04141
PPN01154	GPAL|GPLIN_000638400	GROS|GROS_g06326
PPN04126	GPAL|GPLIN_000288200	GROS|GROS_g05492
PPN05319	GPAL|GPLIN_000704200	GROS|GROS_g12252
PPN05315	GPAL|GPLIN_000419800	GROS|GROS_g10734
PPN04120	GPAL|GPLIN_000307300	GROS|GROS_g06305
PPN04123	GPAL|GPLIN_001203300	GROS|GROS_g02334
PPN04122	GPAL|GPLIN_000470300	GROS|GROS_g06986
PPN11812	GPAL|GPLIN_000421300	GROS|GROS_g03189
PPN04129	GPAL|GPLIN_000760100	GROS|GROS_g11353
PPN04128	GPAL|GPLIN_001466900	GROS|GROS_g12058
PPN11810	GPAL|GPLIN_000420900	GROS|GROS_g07611
PPN04068	GPAL|GPLIN_000526500	GROS|GROS_g01055
PPN04069	GPAL|GPLIN_000771000	GROS|GROS_g06755
PPN01544	GPAL|GPLIN_000334200	GROS|GROS_g07192
PPN01545	GPAL|GPLIN_000909300	GROS|GROS_g12825
PPN04060	GPAL|GPLIN_001084800	GROS|GROS_g06739
PPN01543	GPAL|GPLIN_000359700	GROS|GROS_g01219
PPN11817	GPAL|GPLIN_000425200	GROS|GROS_g11232
PPN08432	GPAL|GPLIN_000727000	GROS|GROS_g14201
PPN11557	GPAL|GPLIN_000210300	GROS|GROS_g11637
PPN05835	GPAL|GPLIN_000277900	GROS|GROS_g08507
PPN11816	GPAL|GPLIN_000423200	GROS|GROS_g01536
PPN08431	GPAL|GPLIN_000932400	GROS|GROS_g01132
PPN02936	GPAL|GPLIN_000575300	GROS|GROS_g00178
PPN02930	GPAL|GPLIN_000546700	GROS|GROS_g12678
PPN11551	GPAL|GPLIN_000205200	GROS|GROS_g11695
PPN02938	GPAL|GPLIN_000537800	GROS|GROS_g03718
PPN12697	GPAL|GPLIN_001178600	GROS|GROS_g02980
PPN12690	GPAL|GPLIN_001170900	GROS|GROS_g11206
PPN12343	GPAL|GPLIN_000865900	GROS|GROS_g00836
PPN04689	GPAL|GPLIN_000911200	GROS|GROS_g12369
PPN12692	GPAL|GPLIN_001171500	GROS|GROS_g11989
PPN04680	GPAL|GPLIN_001019300	GROS|GROS_g11679
PPN04681	GPAL|GPLIN_000083600	GROS|GROS_g04637
PPN04682	GPAL|GPLIN_000151300	GROS|GROS_g02136
PPN04683	GPAL|GPLIN_001220200	GROS|GROS_g07624
PPN04685	GPAL|GPLIN_001133000	GROS|GROS_g04960
PPN04687	GPAL|GPLIN_001094400	GROS|GROS_g11406
PPN08437	GPAL|GPLIN_000356300	GROS|GROS_g00885
PPN00949	GPAL|GPLIN_001100200	GROS|GROS_g05139
PPN00948	GPAL|GPLIN_000634800	GROS|GROS_g01064
PPN00946	GPAL|GPLIN_000704600	GROS|GROS_g05175
PPN00944	GPAL|GPLIN_000259200	GROS|GROS_g05095
PPN00943	GPAL|GPLIN_001273100	GROS|GROS_g03607
PPN00942	GPAL|GPLIN_000421700	GROS|GROS_g03196
PPN00941	GPAL|GPLIN_000374500	GROS|GROS_g02860
PPN00940	GPAL|GPLIN_000140300	GROS|GROS_g05897
PPN07083	GPAL|GPLIN_001164800	GROS|GROS_g02661
PPN07082	GPAL|GPLIN_001164100	GROS|GROS_g02654
PPN07081	GPAL|GPLIN_001143600	GROS|GROS_g02540
PPN07080	GPAL|GPLIN_001137900	GROS|GROS_g04825
PPN07087	GPAL|GPLIN_001196400	GROS|GROS_g07881
PPN07086	GPAL|GPLIN_001181300	GROS|GROS_g11201
PPN07085	GPAL|GPLIN_001180000	GROS|GROS_g08606
PPN07089	GPAL|GPLIN_001213600	GROS|GROS_g08005
PPN07088	GPAL|GPLIN_001209100	GROS|GROS_g03951
PPN11311	GPAL|GPLIN_000406000	GROS|GROS_g11761
PPN11314	GPAL|GPLIN_000000100	GROS|GROS_g13706
PPN11315	GPAL|GPLIN_000000400	GROS|GROS_g07855
PPN11317	GPAL|GPLIN_000002300	GROS|GROS_g02769
PPN11318	GPAL|GPLIN_000003600	GROS|GROS_g06548
PPN11319	GPAL|GPLIN_000003700	GROS|GROS_g06549
PPN03417	GPAL|GPLIN_000991200	GROS|GROS_g05208
PPN06685	GPAL|GPLIN_000087400	GROS|GROS_g09125
PPN06680	GPAL|GPLIN_001419400	GROS|GROS_g11500
PPN06681	GPAL|GPLIN_000379100	GROS|GROS_g00606
PPN09153	GPAL|GPLIN_001170400	GROS|GROS_g09373
PPN09152	GPAL|GPLIN_001167400	GROS|GROS_g06097
PPN09151	GPAL|GPLIN_001164500	GROS|GROS_g02658
PPN09150	GPAL|GPLIN_001152000	GROS|GROS_g11261
PPN09157	GPAL|GPLIN_001183200	GROS|GROS_g02975
PPN09156	GPAL|GPLIN_001177100	GROS|GROS_g07500
PPN09155	GPAL|GPLIN_001177000	GROS|GROS_g07502
PPN09154	GPAL|GPLIN_001170500	GROS|GROS_g09375
PPN09159	GPAL|GPLIN_001188900	GROS|GROS_g11041
PPN09158	GPAL|GPLIN_001188600	GROS|GROS_g00306
PPN01306	GPAL|GPLIN_000472000	GROS|GROS_g12311
PPN01302	GPAL|GPLIN_000677800	GROS|GROS_g11341
PPN01303	GPAL|GPLIN_000891100	GROS|GROS_g12651
PPN01300	GPAL|GPLIN_000452100	GROS|GROS_g04252
PPN01301	GPAL|GPLIN_000452000	GROS|GROS_g04253
PPN01308	GPAL|GPLIN_000513500	GROS|GROS_g11882
PPN05817	GPAL|GPLIN_000620700	GROS|GROS_g01877
PPN05814	GPAL|GPLIN_000212100	GROS|GROS_g01227
PPN05815	GPAL|GPLIN_000212500	GROS|GROS_g01225
PPN05812	GPAL|GPLIN_000866000	GROS|GROS_g00835
PPN05813	GPAL|GPLIN_001044800	GROS|GROS_g10801
PPN05811	GPAL|GPLIN_001322300	GROS|GROS_g11749
PPN05818	GPAL|GPLIN_000447500	GROS|GROS_g13067
PPN05819	GPAL|GPLIN_000447300	GROS|GROS_g07482
PPN06355	GPAL|GPLIN_001061500	GROS|GROS_g10263
PPN06356	GPAL|GPLIN_000041400	GROS|GROS_g02206
PPN06357	GPAL|GPLIN_000223700	GROS|GROS_g02172
PPN06351	GPAL|GPLIN_001367500	GROS|GROS_g00541
PPN06352	GPAL|GPLIN_000150800	GROS|GROS_g02140
PPN06353	GPAL|GPLIN_000605700	GROS|GROS_g02104
PPN06359	GPAL|GPLIN_000606500	GROS|GROS_g02117
PPN02457	GPAL|GPLIN_000239000	GROS|GROS_g08594
PPN02454	GPAL|GPLIN_001050400	GROS|GROS_g04145
PPN02453	GPAL|GPLIN_001050800	GROS|GROS_g04140
PPN02451	GPAL|GPLIN_000703000	GROS|GROS_g06245
PPN02450	GPAL|GPLIN_000702900	GROS|GROS_g06244
PPN02459	GPAL|GPLIN_000234200	GROS|GROS_g03239
PPN02458	GPAL|GPLIN_001035700	GROS|GROS_g03249
PPN06819	GPAL|GPLIN_001272500	GROS|GROS_g03602
PPN12522	GPAL|GPLIN_001006300	GROS|GROS_g06620
PPN12523	GPAL|GPLIN_001007400	GROS|GROS_g01565
PPN12520	GPAL|GPLIN_001004100	GROS|GROS_g14224
PPN12521	GPAL|GPLIN_001005700	GROS|GROS_g07037
PPN12526	GPAL|GPLIN_001009000	GROS|GROS_g03963
PPN12527	GPAL|GPLIN_001009500	GROS|GROS_g03956
PPN06813	GPAL|GPLIN_000879800	GROS|GROS_g06823
PPN08687	GPAL|GPLIN_000270200	GROS|GROS_g00996
PPN05108	GPAL|GPLIN_000115900	GROS|GROS_g07891
PPN05109	GPAL|GPLIN_000855100	GROS|GROS_g06120
PPN08358	GPAL|GPLIN_001122300	GROS|GROS_g09057
PPN06576	GPAL|GPLIN_000290600	GROS|GROS_g12210
PPN06885	GPAL|GPLIN_000192800	GROS|GROS_g03228
PPN12030	GPAL|GPLIN_000602500	GROS|GROS_g04311
PPN12031	GPAL|GPLIN_000602600	GROS|GROS_g04312
PPN12032	GPAL|GPLIN_000602700	GROS|GROS_g04313
PPN08533	GPAL|GPLIN_000163700	GROS|GROS_g06474
PPN12034	GPAL|GPLIN_000604700	GROS|GROS_g05737
PPN12035	GPAL|GPLIN_000605500	GROS|GROS_g02101
PPN12036	GPAL|GPLIN_000606300	GROS|GROS_g02113
PPN12037	GPAL|GPLIN_000609200	GROS|GROS_g12476
PPN12038	GPAL|GPLIN_000610600	GROS|GROS_g14145
PPN12039	GPAL|GPLIN_000611500	GROS|GROS_g14141
PPN12784	GPAL|GPLIN_001246800	GROS|GROS_g13549
PPN12782	GPAL|GPLIN_001245100	GROS|GROS_g13655
PPN12783	GPAL|GPLIN_001245200	GROS|GROS_g12063
PPN12780	GPAL|GPLIN_001244400	GROS|GROS_g10859
PPN12781	GPAL|GPLIN_001245000	GROS|GROS_g09700
PPN06518	GPAL|GPLIN_000244100	GROS|GROS_g04385
PPN06519	GPAL|GPLIN_000275500	GROS|GROS_g06721
PPN12276	GPAL|GPLIN_000810900	GROS|GROS_g00395
PPN06887	GPAL|GPLIN_001072000	GROS|GROS_g03893
PPN01483	GPAL|GPLIN_000074800	GROS|GROS_g10402
PPN01489	GPAL|GPLIN_000173700	GROS|GROS_g12546
PPN01488	GPAL|GPLIN_000174000	GROS|GROS_g12550
PPN04479	GPAL|GPLIN_000337800	GROS|GROS_g09780
PPN04478	GPAL|GPLIN_001375100	GROS|GROS_g06393
PPN12258	GPAL|GPLIN_000790700	GROS|GROS_g04178
PPN06046	GPAL|GPLIN_000687100	GROS|GROS_g09805
PPN08411	GPAL|GPLIN_000161300	GROS|GROS_g06061
PPN08410	GPAL|GPLIN_001083500	GROS|GROS_g10451
PPN06040	GPAL|GPLIN_000607500	GROS|GROS_g01140
PPN06041	GPAL|GPLIN_000881500	GROS|GROS_g03405
PPN06043	GPAL|GPLIN_000443300	GROS|GROS_g03310
PPN08414	GPAL|GPLIN_000944900	GROS|GROS_g09992
PPN04217	GPAL|GPLIN_000388900	GROS|GROS_g11548
PPN04216	GPAL|GPLIN_000114700	GROS|GROS_g10105
PPN04215	GPAL|GPLIN_000114000	GROS|GROS_g10909
PPN04213	GPAL|GPLIN_000477100	GROS|GROS_g09046
PPN04212	GPAL|GPLIN_000118200	GROS|GROS_g09484
PPN04211	GPAL|GPLIN_000980800	GROS|GROS_g04430
PPN04210	GPAL|GPLIN_000981100	GROS|GROS_g04425
PPN04219	GPAL|GPLIN_000707600	GROS|GROS_g06361
PPN04218	GPAL|GPLIN_000704700	GROS|GROS_g05174
PPN03083	GPAL|GPLIN_001356500	GROS|GROS_g02755
PPN03080	GPAL|GPLIN_000856900	GROS|GROS_g07664
PPN04305	GPAL|GPLIN_000353500	GROS|GROS_g01467
PPN04655	GPAL|GPLIN_001025000	GROS|GROS_g03401
PPN06996	GPAL|GPLIN_000601900	GROS|GROS_g03821
PPN04654	GPAL|GPLIN_001329700	GROS|GROS_g06631
PPN06997	GPAL|GPLIN_000602900	GROS|GROS_g04316
PPN04653	GPAL|GPLIN_001033700	GROS|GROS_g13102
PPN06994	GPAL|GPLIN_000565600	GROS|GROS_g08091
PPN04652	GPAL|GPLIN_000164800	GROS|GROS_g08823
PPN06995	GPAL|GPLIN_000598900	GROS|GROS_g13397
PPN04651	GPAL|GPLIN_000817500	GROS|GROS_g02663
PPN06992	GPAL|GPLIN_000563500	GROS|GROS_g03024
PPN04650	GPAL|GPLIN_000817600	GROS|GROS_g02662
PPN11930	GPAL|GPLIN_000524700	GROS|GROS_g03477
PPN06993	GPAL|GPLIN_000563900	GROS|GROS_g03017
PPN02138	GPAL|GPLIN_001112400	GROS|GROS_g06861
PPN02139	GPAL|GPLIN_000855300	GROS|GROS_g06118
PPN11788	GPAL|GPLIN_000402000	GROS|GROS_g09178
PPN02134	GPAL|GPLIN_000583400	GROS|GROS_g09521
PPN02136	GPAL|GPLIN_000247100	GROS|GROS_g03180
PPN02137	GPAL|GPLIN_000249300	GROS|GROS_g03163
PPN02130	GPAL|GPLIN_001028400	GROS|GROS_g06907
PPN02131	GPAL|GPLIN_000378800	GROS|GROS_g00605
PPN02132	GPAL|GPLIN_000582500	GROS|GROS_g09532
PPN02133	GPAL|GPLIN_001291400	GROS|GROS_g09524
PPN03628	GPAL|GPLIN_000471500	GROS|GROS_g08905
PPN03623	GPAL|GPLIN_000275100	GROS|GROS_g06713
PPN03620	GPAL|GPLIN_001284200	GROS|GROS_g01709
PPN03627	GPAL|GPLIN_000266400	GROS|GROS_g02384
PPN03625	GPAL|GPLIN_001075800	GROS|GROS_g05232
PPN11932	GPAL|GPLIN_000526900	GROS|GROS_g04497
PPN02682	GPAL|GPLIN_000941100	GROS|GROS_g07989
PPN02680	GPAL|GPLIN_001424100	GROS|GROS_g01301
PPN02681	GPAL|GPLIN_001260700	GROS|GROS_g04114
PPN02686	GPAL|GPLIN_001043300	GROS|GROS_g02761
PPN02687	GPAL|GPLIN_000931300	GROS|GROS_g01613
PPN02684	GPAL|GPLIN_000214800	GROS|GROS_g07408
PPN02685	GPAL|GPLIN_000062400	GROS|GROS_g04526
